cod,economy,region,incomegroup,dbyear,startbuscapital,investorsdisclosure,investorsliability,investorssuitsOld,investorstransparency,investorsrights,investorsownership,investorssuits,investorsProtectingInv,investorsProtectingMinInves,closinglegal,closing_SI_Commencement,closing_SI_ManagementAssets,closing_SI_Reorganization,closing_SI_CreditorParticipate,startbusprocedures,startbustime,startbuscost,startbusproceduresW,startbustimeW,startbuscostW,permitprocedures,permittime,permitcostWhV,permitsLegalindex,permits_SI_Buildregulation,permits_SI_Beforeconstr,permits_SI_Duringconst,permits_SI_Afterconst,permits_SI_Liability,permits_SI_Certifications,electricityprocedures,electricitytime,electricitycost,electricitySAIDISAIFIscore,electricityPriceperkWhUSD,electricitySaidiSaifiPoints,electricitySaidiIndex,electricitySaifiIndex,electricityMinimumOutage,electricityOutagemoniscore,electricityOutagerestoscore,electricityRegulatormoniscore,electricityCompensationscore,electricityTransparencyscore,registerprocedures,registertime,registercost,registerLegalindexGener,registerReliabilityInfrast,registerTransparency,registerCoverage,registerLegalBackground,registerWEBEqualAccess,creditrights,creditrights_new,creditinformation6pnt,creditinformation6pnt5pr,creditinformation8pnt5pr,creditinformationCoverPublic,creditinformationCoverPrivate,tradeprocedures,tradeXtimedocs,tradeMtimedocs,tradeXtimeborder,tradeMtimeborder,tradeXcostdocs,tradeMcostdocs,tradeXcostborder,tradeMcostborder,tradingexportdocs,tradingimportdocs,tradingexportcost,tradingexportcost_def,tradingexporttime,tradingimportcost,tradingimportcost_def,tradingimporttime,contracts_filing_days,contracts_trial_days,contracts_enforcement_days,contracts_attorney_fee,contracts_court_fee,contracts_enforcement_fee,contractsproceduresBunus,contractstime,contractscost,contractsLegalindexGender,contracts_SI_CourtStructureGen,contracts_SI_CaseManagement,contracts_SI_CourtAutomation,contracts_SI_ADR,closingtime_web,closingtime,closingrecovery,closingcostpercentage,closingOutcome,taxesTimeComplyVATrefund,taxesTimeObtainVATrefund,taxesTimeComplyCITaudit,taxesTimeCompleteCITaudit,taxespayments,taxestime,taxestotal,taxesTTRprofit,taxesTTRlabor,taxesTTROther
FJI,Fiji,East Asia & Pacific,Upper middle income,2007,0,2,8,7,,,,,17,,6,2,2,0,2,8,44,25.8441225345666,8,44,25.8441225345665,12,135,1.25037082273634,,,,,,,,,,,,,,,,,,,,,,3,68,2.01964992900503,,,,,,,7,,4,4,,0,33.4,,,,,,,,,,8,9,573,774.9715302779889,25,563,761.4467217216541,24,,,,,,,34,397,42.6,,,,,,1.75,1.75,45.8133312271897,10,0,,,,,33,202,41.53845002795339,31.2061022325681,10.1519008208082,.18044697457708
FJI,Fiji,East Asia & Pacific,Upper middle income,2008,0,2,8,7,,,,,17,,6,2,2,0,2,8,44,25.3269261068221,8,44,25.3269261068221,12,135,1.22975088843373,,,,,,,,,,,,,,,,,,,,,,3,68,2.01925669170037,,,,,,,7,,4,4,,0,41.2,,,,,,,,,,8,9,573,747.1395508035341,21,563,734.100466147277,23,,,,,,,34,397,42.6,,,,,,1.75,1.75,44.5968957989236,10,0,,,,,33,202,41.53845002795339,31.2061022325681,10.1519008208082,.18044697457708
FJI,Fiji,East Asia & Pacific,Upper middle income,2009,0,2,8,7,,,,,17,,6,2,2,0,2,8,44,25.1524132082553,8,44,25.1524132082553,15,141,.72535463392035,,,,,,,,,,,,,,,,,,,,,,3,68,2.01680136907793,,,,,,,7,,4,4,,0,42.3,,,,,,,,,,8,9,654,828.2800650465809,21,623,789.0190833700609,23,,,,,,,34,397,42.6,,,,,,1.75,1.75,44.3908971401063,10,0,,,,,33,202,41.53242804315729,31.200080247772,10.1519008208082,.18044697457708
FJI,Fiji,East Asia & Pacific,Upper middle income,2010,0,2,8,7,,,,,17,,6,2,2,0,2,8,44,25.2870457310856,8,44,25.2870457310856,15,141,.71826231147004,,,,,,,,4,81,2125.1408646761,,,,,,,,,,,,3,68,2.00301192233253,,,,,,,7,,4,4,,0,48.6,,,,,,,,,,8,9,654,793.1656770287581,21,623,755.569138820973,23,,,,,,,34,397,42.6,,,,,,1.75,1.75,44.3908971401063,10,0,,,,,33,212,41.16487017914152,30.8325223837562,10.1519008208082,.18044697457708
FJI,Fiji,East Asia & Pacific,Upper middle income,2011,0,2,8,7,,,,,17,,6,2,2,0,2,8,44,23.7767452295293,8,44,23.7767452295293,15,141,.68850297038598,,,,,,,,4,81,2035.8469761688,,,,,,,,,,,,3,68,2.00283203149602,,,,,,,7,,4,4,,0,47.7,,,,,,,,,,8,9,654,791.7828916782889,19,623,754.251898341857,22,,,,,,,34,397,42.6,,,,,,1.75,1.75,45.1133399384016,10,0,,,,,33,225,39.25258719942682,28.9202394040415,10.1519008208082,.18044697457708
FJI,Fiji,East Asia & Pacific,Upper middle income,2012,0,2,8,7,,,,,17,,6,2,2,0,2,9,44,25.0855619160399,9,44,25.0855619160399,15,141,.71429222368375,,,,,,,,4,81,2147.91237737782,,,,,,,,,,,,3,68,2.00298792373622,,,,,,,7,,4,4,,0,67.60269233648,,,,,,,,,,8,9,655,734.167482096962,19,628,703.904089705179,22,36,206,155,28.6018999640528,4,10.0020747066771,34,397,42.6,,,,,,1.75,1.75,45.2089179117751,10,0,,,,,33,225,38.29644570956952,27.9640979141842,10.1519008208082,.18044697457708
FJI,Fiji,East Asia & Pacific,Upper middle income,2013,0,2,8,7,,,,,17,,6,2,2,0,2,11,58,23.9936706559358,11,58,23.9936706559358,15,141,.65835151149768,,,,,,,,4,81,1904.73847244109,,,,,,,,,,,,4,69,2.0241071440659,,,,,,,7,,4,4,,0,69.5,,,,,,,,,,8,9,655,687.428043076025,19,628,659.091314582815,22,36,206,155,28.6,4,10,34,397,42.6,,,,,,1.75,1.75,45.1823755147716,10,0,,,,,34,225,37.60937920396861,27.2770314085833,10.1519008208082,.18044697457708
FJI,Fiji,East Asia & Pacific,Upper middle income,2014,0,2,8,7,1,4,3,7,17,25,6,2,2,0,2,11,58,23.1189014829841,11,58,23.1189014829841,15,141,.6423699472479401,,,,,,,,4,81,1835.29488783415,,,,,,,,,,,,4,69,3.00434037907465,,,,,,,7,5,,4,5,0,72.885890872224,,,,,,,,,,8,9,790,816.2961646479699,19,753,778.0645721264831,22,36,206,155,28.6,4,10,34,397,42.6,,,,,,1.75,1.75,45.5511359015158,10,0,,,,,38,257,31.06026744022537,20.5534848103299,10.4423063379863,.06447629190912
FJI,Fiji,East Asia & Pacific,Upper middle income,2015,0,2,8,,1,4,3,7,,25,6,2,2,0,2,11,58,22.4846604364873,11,58,22.4846604364873,15,141,.63078270303789,7,0,1,2,3,1,0,4,81,1784.94563784288,4,.24740318385543,1,10.37,9,5,1,1,0,0,1,4,69,3.00422130565898,,,,,,,,5,,,5,0,78.911428309843,9,56.3333333333333,33.75,56,42,76,57.5,316.666666666667,319.833333333333,8,9,790,790,19,753,753,22,36,206,155,28.6,4,10,34,397,42.6,,,,,,1.75,1.75,46.2015060590639,10,0,,,,,39,257,31.06026744022539,20.5534848103299,10.4423063379863,.06447629190912
FJI,Fiji,East Asia & Pacific,Upper middle income,2016,0,2,8,,1,4,3,7,,25,6,2,2,0,2,11,58,21.3306369940992,11,58,21.3306369940992,15,141,.60950574291449,7,0,1,2,3,1,0,4,81,1692.4923361874,4,.24041365327753,1,8.52,11,5,1,1,0,0,1,4,69,3.00400265830233,19.5,4,1.5,8,6,0,,5,,,5,0,82.42487812846591,9,56.3333333333333,33.75,56,42,76,57.5,316.666666666667,319.833333333333,,,,,,,,,36,206,155,28.6,4,10,,397,42.6,7.5,3,2,.5,2,1.75,1.75,46.4655782283442,10,0,12,18.8809523809524,12,0,39,257,31.06026744022539,20.5534848103299,10.4423063379863,.06447629190912
FJI,Fiji,East Asia & Pacific,Upper middle income,2017,0,2,8,,3,4,3,7,,27,6,2,2,0,2,11,40,17.9364149515941,11,40,17.9364149515941,15,141,.56008265048048,7,0,1,2,3,1,0,4,81,1477.73759457733,4,.22192954554648,1,8.17,8,5,1,1,0,0,1,4,69,3.00349477425991,19.5,4,1.5,8,6,0,,5,,,0,0,0,10,56.3333333333333,33.75,56,42,76,57.5,316.666666666666,319.833333333333,,,,,,,,,36,206,155,28.6,4,10,,397,42.6,7.5,3,2,.5,2,1.75,1.75,46.443059284037,10,0,12,18.8809523809524,12,0,38,247,33.09064760438706,20.327887014312,12.6982842981659,.06447629190912
FJI,Fiji,East Asia & Pacific,Upper middle income,2018,0,2,8,,3,4,3,7,,27,6,2,2,0,2,11,40,16.8945913406769,11,40,16.8945913406769,15,141,.55264433769798,7,0,1,2,3,1,0,4,81,1391.90428168144,4,.21078092046004,1,6.87,5,5,1,1,0,0,1,4,69,3.00329178284001,19.5,4,1.5,8,6,0,,5,,,0,0,0,10,56.3333333333333,33.75,56,42,76,57.5,316.666666666666,319.833333333333,,,,,,,,,36,206,155,28.6,4,10,,397,42.6,7.5,3,2,.5,2,1.75,1.75,46.3954463031969,10,0,12,18.8809523809524,12,0,38,247,31.99632993713576,19.2335693470607,12.6982842981659,.06447629190912
FJI,Fiji,East Asia & Pacific,Upper middle income,2019,0,2,8,,3,4,3,7,,27,6,2,2,0,2,11,40,15.8721513120584,11,40,15.8721513120584,15,141,.53251310875628,7,0,1,2,3,1,0,4,81,1307.66793497739,4,.20334356235011,1,7.5,6,5,1,1,0,0,1,4,69,3.00309256816395,19.5,4,1.5,8,6,0,,5,,,0,0,0,10,56.3333333333333,33.75,56,42,76,57.5,316.666666666666,319.833333333333,,,,,,,,,36,206,155,28.6,4,10,,397,42.6,7.5,3,2,.5,2,1.75,1.75,46.480567103726,10,0,12,18.8809523809524,12,0,38,247,32.24659961003164,19.6013104960135,12.580812822109,.06447629190912
FJI,Fiji,East Asia & Pacific,Upper middle income,2020,0,2,8,,3,4,3,7,,27,6,2,2,0,2,11,40,14.4603620614857,11,40,14.4603620614857,15,141,.5047158279132,7,0,1,2,3,1,0,4,81,1191.35405303265,4,.21843137868208,1,5,4.74,5,1,1,0,0,1,4,69,3.00281749174837,19.5,4,1.5,8,6,0,,5,,,0,0,0,10,56.3333333333333,33.75,56,34.75,76,57.5,316.666666666666,319.833333333333,,,,,,,,,36,206,155,28.6,4,10,,397,42.6,7.5,3,2,.5,2,1.75,1.75,46.5117459125135,10,0,12,18.8809523809524,12,0,38,247,32.0820850980289,19.6013104960135,12.4162983101063,.06447629190912
FRA,France,High income: OECD,High income,2004,29.2014176789488,,,,,,,,,,8.5,3,5,.5,0,8,41,1.42390006124912,8,41,1.42390006124912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,45.488604002775,9,0,,,,,,,,,,
FRA,France,High income: OECD,High income,2005,.00383761759332,,,,,,,,,,8.5,3,5,.5,0,5,7,1.11908766638868,5,7,1.11908766638868,,,,,,,,,,,,,,,,,,,,,,,,,9,182,6.08070001319766,,,,,,,3,,4,4,,12.2953524224547,0,,,,,,,,,,,,,,,,,,,,,,,,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,45.488604002775,9,0,,,,,,,,,,
FRA,France,High income: OECD,High income,2006,.00379766899672,8,3,5,,,,,16,,8.5,3,5,.5,0,5,7,1.17461902068651,5,7,1.17461902068651,9,191,1.85777507018238,,,,,,,,,,,,,,,,,,,,,,9,182,6.08001609322391,,,,,,,3,,4,4,,12.2953524224547,0,,,,,,,,,,7,13,1235,1430.23245041089,19,1295,1499.71742775879,20,,,,,,,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,47.4698880093349,9,0,,,,,21,132,68.30803470176853,6.78215748585106,51.8418684552347,9.684008760682829
FRA,France,High income: OECD,High income,2007,.00363650263117,8,3,5,,,,,16,,8.5,3,5,.5,0,5,7,1.12477026382171,5,7,1.12477026382171,9,191,1.78954393552906,,,,,,,,,,,,,,,,,,,,,,9,182,6.75407364741836,,,,,,,4,,4,4,,12.2953524224547,0,,,,,,,,,,4,5,1235,1403.39633276061,12,1295,1471.57753111335,12,,,,,,,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,47.8076979997978,9,0,,,,,21,132,68.20867378406786,6.68279656815038,51.8418684552347,9.684008760682829
FRA,France,High income: OECD,High income,2008,.00343241514512,8,3,5,,,,,16,,8.5,3,5,.5,0,5,7,1.0616460043856,5,7,1.0616460043856,9,191,1.70314178397374,,,,,,,,,,,,,,,,,,,,,,9,122,6.07376294728445,,,,,,,5,,4,4,,24.8,0,,,,,,,,,,4,5,1235,1373.98244640078,12,1295,1440.73463003158,12,,,,,,,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,47.1961921873851,9,0,,,,,21,132,68.29598677209198,6.49197139584144,52.1125858104562,9.691429565794291
FRA,France,High income: OECD,High income,2009,.00327751437352,8,3,5,,,,,16,,8.5,3,5,.5,0,5,6.5,1.03920148241061,5,6.5,1.03920148241061,9,191,1.63756324114859,,,,,,,,,,,,,,,,,,,,,,9,113,6.07111104607459,,,,,,,5,,4,4,,28.3,0,,,,,,,,,,2,2,1285,1393.55667112388,10,1395,1512.84946009168,11,,,,,,,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,44.5203852255194,9,0,,,,,9,132,67.74579810183732,6.76706660325854,51.2873019327845,9.691429565794291
FRA,France,High income: OECD,High income,2010,.00315286956301,8,3,5,,,,,16,,10.5,3,6,.5,1,5,6.5,.87356556982266,5,6.5,.87356556982266,9,183,1.58479381360382,,,,,,,,5,71,6.35672039416725,,,,,,,,,,,,8,113,6.0689771269187,,,,,,,5,,4,4,,32.5,0,,,,,,,,,,2,2,1285,1359.01034434255,10,1395,1475.34586020067,11,,,,,,,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,44.5203852255194,9,0,,,,,9,132,68.04329702907701,6.61831714186995,51.7384975248204,9.68648236238665
FRA,France,High income: OECD,High income,2011,.00325221404042,8,3,5,,,,,16,,10.5,3,6,.5,1,5,6.5,.90109094417845,5,6.5,.90109094417845,9,183,1.62685213260864,,,,,,,,5,71,6.58173255595729,,,,,,,,,,,,8,74,6.07067790437195,,,,,,,5,,4,4,,33.3,0,,,,,,,,,,2,2,1285,1349.34910969211,10,1395,1464.85759379026,11,,,,,,,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,45.0179683977532,9,0,,,,,9,132,68.04989330032015,6.61501900629782,51.7384975248204,9.696376769201921
FRA,France,High income: OECD,High income,2012,.003296377347,8,3,5,,,,,16,,11,3,6,1,1,5,6.5,.91332727153389,5,6.5,.91332727153389,9,183,1.64554903942309,,,,,,,,5,71,6.67110892206219,,,,,,,,,,,,8,74,6.09854432694996,,,,,,,5,,4,4,,43.3138175501381,0,,,,,,,,,,2,2,1335,1388.51185851532,10,1445,1502.92107532183,11,22,270,100,10.7000408683001,2.69973304717738,4.00015391056136,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,45.6033275183072,9,0,,,,,9,132,67.95984816518916,6.66004157318799,51.7384975248204,9.56130906718076
FRA,France,High income: OECD,High income,2013,.00321661899384,8,3,5,,,,,16,,11,3,6,1,1,5,6.5,.9375479381344199,5,6.5,.9375479381344199,9,183,4.91593834778519,,,,,,,,5,71,6.65103525975205,,,,,,,,,,,,8,74,6.09671333236074,,,,,,,5,,4,4,,42.392207505,0,,,,,,,,,,2,2,1335,1370.87441250073,10,1445,1483.83035660192,11,22,325,100,10.7,2.7,4,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,48.2250720720096,9,0,,,,,9,132,69.72712679051318,5.77640227378056,51.7384975248204,12.2122269919122
FRA,France,High income: OECD,High income,2014,.00317815370011,8,3,5,7,4,6,6,16,34,11,3,6,1,1,5,6.5,.94222722747256,5,6.5,.94222722747256,9,183,6.37540254591742,,,,,,,,5,71,6.57150018726106,,,,,,,,,,,,8,74,6.09414710299847,,,,,,,5,4,,4,6,43.627986594682,0,,,,,,,,,,2,2,1335,1350.21831057853,10,1445,1461.47225377227,11,22,325,100,10.7,2.7,4,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,48.1902283361708,9,0,,,,,9,137,69.78039353119355,6.17066030800785,51.7384975248205,11.8712356983653
FRA,France,High income: OECD,High income,2015,.00314827562882,8,3,,7,4,6,6,,34,11,3,6,1,1,5,4.5,.93522675829618,5,4.5,.93522675829618,9,183,5.90786107194568,13,2,1,3,2,2,3,5,71,6.52917734384588,8,.14196393795353,3,.46,.41,3,1,1,1,1,1,8,64,6.09340303489812,,,,,,,,4,,,6,44.459352085431,0,4,.5,.5,0,0,0,0,0,0,2,2,1335,1335,10,1445,1445,11,22,325,100,10.7,2.7,4,29,447,17.4,,,,,,1.91666666666667,1.91666666666667,77.21941631724221,9,1,,,,,9,137,71.28740926367055,5.417152453072,53.9990211122333,11.8712356983653
FRA,France,High income: OECD,High income,2016,.00303628731693,8,3,,7,4,6,6,,34,11,3,6,1,1,5,4,.79775412965022,5,4,.79775412965022,9,183,5.6694666693621,13,2,1,3,2,2,3,5,71,6.2969259037082,8,.14263783806408,3,.14,.15,3,1,1,1,1,1,8,64,6.09061413565285,24.5,7,3,8,6.5,0,,4,,,6,45.0665316461475,0,4,.5,.5,0,0,0,0,0,0,,,,,,,,,22,325,100,10.7,2.7,4,,447,17.4,12,4.5,3,2,2.5,1.91666666666667,1.91666666666667,77.50818065702001,9,1,10.5,6.16666666666667,3.5,0,9,137,64.94113265257985,-.19792189588755,53.4809879642129,11.6580665842545
FRA,France,High income: OECD,High income,2017,.00299987648219,8,3,,7,4,6,6,,34,11,3,6,1,1,5,3.5,.74408936264365,5,3.5,.74408936264365,9,183,3.96566962991539,13,2,1,3,2,2,3,5,71,6.11773810643472,8,.14501453961936,3,.19,.2,3,1,1,1,1,1,8,64,7.31428277000936,24.5,7,3,8,6.5,0,,4,,,6,46.7296842348689,0,4,.5,.5,0,0,0,0,0,0,,,,,,,,,22,325,100,10.7,2.7,4,,447,17.4,12,4.5,3,2,2.5,1.91666666666667,1.91666666666667,78.48908585929929,9,1,10.5,6.16666666666667,3.5,0,9,139,64.11595978851852,.2146645299543,53.5338519253694,10.3674433331949
FRA,France,High income: OECD,High income,2018,.0029366970492,8,3,,7,4,6,6,,34,11,3,6,1,1,5,3.5,.70369134692917,5,3.5,.70369134692917,9,183,3.92102642783741,13,2,1,3,2,2,3,5,71,5.98889439334385,8,.13625822933142,3,.19,.2,3,1,1,1,1,1,8,64,7.31256247548216,24,7,3,8,6,0,,4,,,6,47.1581154598481,0,4,.5,.5,0,0,0,0,0,0,,,,,,,,,22,325,100,10.7,2.7,4,,447,17.4,12,4.5,3,2,2.5,1.91666666666667,1.91666666666667,73.460530136526,9,1,10.5,6.16666666666667,3.5,0,9,139,62.57009483704463,.98759699409727,51.0938602405273,10.48863760242
FRA,France,High income: OECD,High income,2019,.00286547421332,8,3,,7,4,6,6,,34,11,3,6,1,1,5,3.5,.7483472455517201,5,3.5,.7483472455517201,9,213,3.89460496180216,13,2,1,3,2,2,3,4,53,5.84364752745827,8,.12960842521919,3,.22,.14,3,1,1,1,1,1,8,42,7.31039393152473,24,7,3,8,6,0,,4,,,6,47.1065299801026,0,4,.5,.5,0,0,0,0,0,0,,,,,,,,,22,325,100,10.7,2.7,4,,447,17.4,12,4.5,3,2,2.5,1.91666666666667,1.91666666666667,73.77626518816599,9,1,10.5,6.16666666666667,3.5,0,9,139,60.41398735925139,.27991081488571,49.6796651013103,10.4544114430555
FRA,France,High income: OECD,High income,2020,.00278497269037,8,3,,7,4,6,6,,34,11,3,6,1,1,5,4,.72757411535964,5,4,.72757411535964,9,213,3.92152273860285,13,2,1,3,2,2,3,4,53,4.99960792711081,8,.13625165174147,3,.35,.29,3,1,1,1,1,1,8,42,7.30820841893661,24,7,3,8,6,0,,4,,,6,46.9989766660634,0,4,.5,.5,0,0,0,0,0,0,,,,,,,,,22,325,100,10.7,2.7,4,,447,17.4,12,4.5,3,2,2.5,1.91666666666667,1.91666666666667,74.7713625521768,9,1,10.5,6.16666666666667,3.5,0,9,139,60.73849497876277,.17846247930459,50.0441570627871,10.5158754366712
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2004,54.0177644339872,,,,,,,,,,0,0,0,0,0,7,36,26.4736102022916,7,36,26.4736102022916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.32182098843344,38,0,,,,,,,,,,
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2005,52.3038677913682,,,,,,,,,,0,0,0,0,0,7,16,134.107139978608,7,16,134.107139978608,,,,,,,,,,,,,,,,,,,,,,,,,No Practice,No Practice,No Practice,,,,,,,5,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.32182098843344,38,0,,,,,,,,,,
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2006,50.2512562814072,0,0,8,,,,,8,,0,0,0,0,0,7,16,127.624528762748,7,16,127.624528762748,14,85,.92964824120603,,,,,,,,,,,,,,,,,,,,,,No Practice,No Practice,No Practice,,,,,,,5,,0,0,,0,0,,,,,,,,,,5,6,1255,1688.45286593012,30,1255,1688.45286593012,30,,,,,,,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.26464201196564,38,0,,,,,21,128,59.64316035100987,0,6.7679338805388,52.8752264704711
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2007,0,0,0,8,,,,,8,,11.5,2.5,6,3,0,7,16,135.917220152667,7,16,135.917220152667,14,85,.84205374006353,,,,,,,,,,,,,,,,,,,,,,No Practice,No Practice,No Practice,,,,,,,5,,0,0,,0,0,,,,,,,,,,5,6,1255,1653.94469103522,30,1255,1653.94469103522,30,,,,,,,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.09998627778739,38,0,,,,,21,128,59.64316035100987,0,6.7679338805388,52.8752264704711
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2008,0,0,0,8,,,,,8,,11.5,2.5,6,3,0,7,16,137,7,16,137,14,85,.77731092436975,,,,,,,,,,,,,,,,,,,,,,No Practice,No Practice,No Practice,,,,,,,9,,0,0,,0,0,,,,,,,,,,5,6,1005,1305.86809043104,30,1005,1305.86809043104,31,,,,,,,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.09998627778739,38,0,,,,,21,128,58.74640911183857,0,6.7679338805388,51.9784752312997
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2009,0,0,0,8,,,,,8,,11.5,2.5,6,3,0,7,16,137.491619601326,7,16,137.491619601326,14,85,.74791544077398,,,,,,,,,,,,,,,,,,,,,,No Practice,No Practice,No Practice,,,,,,,9,,0,0,,0,0,,,,,,,,,,5,6,1005,1264.47859445341,30,1005,1264.47859445341,31,,,,,,,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.41951391549673,38,0,,,,,21,128,58.74640911183857,0,6.7679338805388,51.9784752312997
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2010,0,0,0,8,,,,,8,,11.5,2.5,6,3,0,7,16,135.651438319024,7,16,135.651438319024,14,85,.78474371660441,,,,,,,,3,105,538.71595680411,,,,,,,,,,,,No Practice,No Practice,No Practice,,,,,,,9,,0,0,,0,0,,,,,,,,,,5,6,1045,1254.44156343033,30,1045,1254.44156343033,31,,,,,,,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.41951391549673,38,0,,,,,21,128,58.74640911183857,0,6.7679338805388,51.9784752312997
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2011,0,0,0,8,,,,,8,,11.5,2.5,6,3,0,7,16,137.824805826597,7,16,137.824805826597,14,85,.75736749229308,,,,,,,,3,105,519.922548763356,,,,,,,,,,,,No Practice,No Practice,No Practice,,,,,,,9,,0,0,,0,0,,,,,,,,,,5,6,1045,1192.70589014094,30,1045,1192.70589014094,31,,,,,,,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.18947678313711,38,0,,,,,21,128,58.74640911183857,0,6.7679338805388,51.9784752312997
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2012,0,0,0,8,,,,,8,,11.5,2.5,6,3,0,7,16,138.997331631825,7,16,138.997331631825,14,85,.6761999358690099,,,,,,,,3,105,456.945350803852,,,,,,,,,,,,No Practice,No Practice,No Practice,,,,,,,9,,0,0,,0,0,,,,,,,,,,5,6,1045,1153.8419070964,30,1045,1153.8419070964,31,120,365,400,65.195667374222,.7915588754040001,0,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.39201325912141,38,0,,,,,21,128,59.02629137752332,0,7.04993112556125,51.976360251962
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2013,0,0,0,8,,,,,8,,11.5,2.5,6,3,0,7,16,139.798038891079,7,16,139.798038891079,14,85,.61718862169732,,,,,,,,3,105,424.025263879619,,,,,,,,,,,,No Practice,No Practice,No Practice,,,,,,,9,,0,0,,0,0,,,,,,,,,,5,6,1045,1116.13818324746,30,1045,1116.13818324746,31,120,365,400,65.2,.8,0,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.42377438938604,38,0,,,,,21,128,59.86593817457767,0,7.8959228606286,51.970015313949
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2014,0,0,0,8,0,0,0,8,8,8,11.5,2.5,6,3,0,7,16,140.984198548108,7,16,140.984198548108,14,85,.54542945343361,,,,,,,,3,470,374.724775845468,,,,,,,,,,,,No Practice,No Practice,No Practice,,,,,,,9,10,,0,0,0,0,,,,,,,,,,5,6,1045,1066.42337926608,30,1045,1066.42337926608,31,120,365,400,65.2,.8,0,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.42856896131713,38,0,,,,,21,128,59.97215250879544,0,7.8959228606286,52.0762296481669
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2015,0,0,0,,0,0,0,8,,8,11.5,2.5,6,3,0,7,16,141.246812928178,7,16,141.246812928178,14,85,.52954205633977,0,0,0,0,0,0,0,3,105,363.809704652892,0,.55962576991886,0,..,..,N/A,0,0,0,0,0,No Practice,No Practice,No Practice,,,,,,,,10,,,0,0,0,6,26,35,36,56,60,80,168,180,5,6,1045,1045,30,1045,1045,31,120,365,400,65.2,.8,0,34,885,66,,,,,,5.33333333333333,5.33333333333333,3.34891109432765,38,0,,,,,21,128,60.53191704016504,0,8.4599173506735,52.0719996894916
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2016,0,0,0,,0,0,0,8,,8,11.5,2.5,6,3,0,7,16,141.104226878411,7,16,141.104226878411,14,85,.53816809270569,0,0,0,0,0,0,0,3,105,369.7360247723969,0,.44,0,..,..,N/A,0,0,0,0,0,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,,10,,,0,0,0,6,26,35,36,56,60,80,168,180,,,,,,,,,120,365,400,65.2,.8,0,,885,66,4.5,1,1,.5,2,5.33333333333333,5.33333333333333,3.19682654575244,38,0,No VAT,No VAT,No corporate income tax,No corporate income tax,21,128,60.53191704016504,0,8.4599173506735,52.0719996894916
